id_usuario;nombre;apellido;edad;sexo;tipo_documento;numero_documento;tipo_suscripcion;horas_ejercicio_semanal;nivel_actividad;mail;telefono;altura_metros;peso_kilos;fecha_registro;
921;Constancy;Sewill;20;Female;pasaporte;41-408-0055;gratuita;20;medio;csewillpk@columbia.edu;848-753-7655;1.6;95.1;2/1/2023;
922;Carlina;Arthy;33;Female;pasaporte;07-530-0685;premium;17;medio;carthypl@columbia.edu;364-193-1062;1.7;59.2;8/11/2023;
923;Brandyn;Aizikovich;74;Male;pasaporte;99-612-4183;gratuita;13;bajo;baizikovichpm@hostgator.com;761-737-7653;1.9;91.7;15/11/2023;
924;Lulita;Hacking;59;Female;pasaporte;36-942-0318;gratuita;23;medio;lhackingpn@aol.com;689-263-2894;2.0;82.6;2/9/2023;
925;Delano;Palphramand;19;Male;pasaporte;04-200-7345;premium;40;alto;dpalphramandpo@pcworld.com;201-170-2567;1.7;78.1;20/11/2023;
926;Rosabel;Betz;83;Female;pasaporte;02-909-7810;premium;33;alto;rbetzpp@blogtalkradio.com;312-359-2127;1.9;75.8;17/11/2023;
927;Kliment;Santello;26;Male;nacional;65-754-1932;gratuita;2;bajo;ksantellopq@over-blog.com;274-702-8290;1.9;76.9;4/5/2023;
928;Branden;Caras;56;Male;pasaporte;57-348-8979;premium;27;medio;bcaraspr@angelfire.com;516-618-1062;2.0;51.8;12/4/2023;
929;Del;Bear;64;Female;pasaporte;53-606-5963;premium;9;bajo;dbearps@guardian.co.uk;271-301-0189;1.9;87.7;10/4/2023;
930;Barnett;Pennington;53;Male;nacional;01-650-2785;premium;30;alto;bpenningtonpt@marketwatch.com;514-604-9103;1.9;54.4;8/9/2023;
931;Sherye;Gibbonson;33;Female;nacional;02-933-6117;gratuita;9;bajo;sgibbonsonpu@biglobe.ne.jp;238-595-8892;2.0;90.7;9/6/2023;
932;Thain;Perigoe;54;Male;pasaporte;63-555-5182;gratuita;39;alto;tperigoepv@cdbaby.com;441-779-1819;1.7;88.9;20/6/2023;
933;Brockie;Eiler;22;Male;nacional;50-059-0156;gratuita;28;medio;beilerpw@nationalgeographic.com;393-923-1227;1.7;54.2;2/3/2023;
934;Natale;Rubinchik;46;Male;nacional;74-013-0992;premium;11;bajo;nrubinchikpx@prweb.com;922-558-9379;1.9;98.4;26/2/2023;
935;Roosevelt;Bowling;76;Male;pasaporte;48-560-4689;premium;20;medio;rbowlingpy@scientificamerican.com;833-996-9110;2.0;86.8;13/7/2023;
936;Quentin;Jablonski;51;Female;pasaporte;92-950-0993;premium;38;alto;qjablonskipz@amazon.co.jp;505-329-9536;1.7;87.9;22/8/2023;
937;Julissa;Praill;63;Female;pasaporte;87-034-3444;premium;4;bajo;jpraillq0@ted.com;331-710-9874;1.9;97.2;19/2/2023;
938;Enrichetta;Thames;66;Female;pasaporte;91-257-0194;gratuita;31;alto;ethamesq1@topsy.com;873-893-8511;1.7;74.6;8/10/2023;
939;Jordana;Grimestone;83;Female;pasaporte;80-579-3848;gratuita;19;medio;jgrimestoneq2@4shared.com;607-109-2502;1.8;72.2;19/9/2023;
940;Robbi;Mosten;42;Female;pasaporte;88-376-4455;premium;26;medio;rmostenq3@slate.com;175-166-3961;2.0;59.8;10/7/2023;
941;Rosalinda;Mellem;79;Female;nacional;44-420-1943;gratuita;28;medio;rmellemq4@wikia.com;496-130-2368;1.6;50.5;20/11/2023;
942;Binny;Milan;80;Female;pasaporte;23-069-0802;premium;26;medio;bmilanq5@cisco.com;170-672-1872;1.8;63.7;17/6/2023;
943;Tommie;Vanyakin;38;Male;pasaporte;57-592-7357;gratuita;34;alto;tvanyakinq6@google.cn;480-721-4752;1.8;58.7;18/3/2023;
944;Isabelle;Downey;64;Female;nacional;75-231-9921;premium;25;medio;idowneyq7@tripadvisor.com;623-142-3902;1.5;65.1;28/9/2023;
945;Averil;Deerness;47;Male;pasaporte;27-344-7917;gratuita;9;bajo;adeernessq8@sina.com.cn;799-639-7213;1.6;50.1;25/8/2023;
946;Stepha;Hollow;24;Female;pasaporte;72-282-0677;premium;36;alto;shollowq9@wikipedia.org;975-876-8646;1.8;58.5;25/7/2023;
947;Glory;Croxall;43;Female;nacional;58-948-1255;gratuita;29;medio;gcroxallqa@freewebs.com;246-212-7019;2.0;75.1;24/9/2023;
948;Parke;Ridulfo;66;Male;nacional;07-304-8173;premium;29;medio;pridulfoqb@reverbnation.com;425-989-7990;2.0;74.4;18/8/2023;
949;Pam;Hankey;70;Female;nacional;89-432-3061;gratuita;35;alto;phankeyqc@webnode.com;791-266-1315;1.5;70.1;12/1/2023;
950;Elwira;Titchard;71;Female;nacional;88-845-9904;premium;9;bajo;etitchardqd@dailymotion.com;699-433-4459;1.9;82.1;1/8/2023;
951;Sharlene;Hatwells;28;Female;pasaporte;67-690-4701;premium;23;medio;shatwellsqe@wired.com;716-341-1396;1.6;82.3;9/3/2023;
952;Lazare;Mulhall;62;Male;pasaporte;82-724-4596;gratuita;37;alto;lmulhallqf@naver.com;184-102-5826;1.7;62.9;26/9/2023;
953;Velvet;Gubbins;81;Female;pasaporte;14-602-2684;premium;1;bajo;vgubbinsqg@wix.com;408-108-0134;1.9;94.2;5/8/2023;
954;Adrian;Spieck;67;Male;pasaporte;38-931-9650;gratuita;12;bajo;aspieckqh@jigsy.com;660-479-6396;2.0;58.5;11/6/2023;
955;Kelly;Player;70;Female;nacional;94-953-3477;premium;26;medio;kplayerqi@theguardian.com;736-218-3339;1.6;72.3;28/6/2023;
956;Ange;Ivanusyev;49;Male;pasaporte;89-414-1770;gratuita;8;bajo;aivanusyevqj@alexa.com;105-871-3059;1.8;96;19/2/2023;
957;Gerek;Burwood;36;Male;nacional;46-471-5240;premium;35;alto;gburwoodqk@netvibes.com;314-469-6403;2.0;59.1;11/2/2023;
958;Damien;Honack;84;Male;pasaporte;78-630-2442;premium;7;bajo;dhonackql@vinaora.com;431-845-6485;1.8;70.5;2/5/2023;
959;Koren;Strephan;69;Female;nacional;99-900-3126;premium;36;alto;kstrephanqm@ow.ly;474-947-2195;1.8;53.3;13/4/2023;
960;Cissy;Kalkhoven;85;Female;pasaporte;99-570-5518;gratuita;8;bajo;ckalkhovenqn@omniture.com;144-158-7968;2.0;80.1;12/7/2023;
961;Aldrich;Hamilton;26;Male;nacional;05-920-4985;premium;15;medio;ahamiltonqo@soup.io;689-950-2543;1.6;83.7;7/8/2023;
962;Purcell;Creagh;30;Male;pasaporte;74-260-0902;premium;27;medio;pcreaghqp@jalbum.net;424-659-9573;2.0;85.1;3/10/2023;
963;Ola;Quarrell;73;Female;nacional;39-670-0429;gratuita;13;bajo;oquarrellqq@prlog.org;952-199-1973;1.8;76.8;1/2/2023;
964;Inna;Dupree;38;Female;nacional;46-445-6160;gratuita;14;bajo;idupreeqr@histats.com;202-853-2621;1.6;95.7;20/9/2023;
965;Cornie;Vivien;76;Male;nacional;54-088-5117;premium;16;medio;cvivienqs@vistaprint.com;528-504-7850;1.8;97.6;10/1/2023;
966;Loralie;Rignold;31;Female;nacional;56-145-0038;gratuita;23;medio;lrignoldqt@cnet.com;903-978-7670;1.7;58;1/6/2023;
967;Gunilla;Caltera;18;Female;nacional;83-233-3608;gratuita;38;alto;gcalteraqu@ihg.com;500-874-5984;1.6;64.3;18/2/2023;
968;Regine;Muskett;40;Female;nacional;75-219-1697;premium;23;medio;rmuskettqv@scientificamerican.com;406-723-4271;1.7;95.1;7/10/2023;
969;Patrizius;Greaterex;74;Male;nacional;75-249-0449;premium;3;bajo;pgreaterexqw@sohu.com;202-783-6252;1.8;89.7;8/8/2023;
970;Austina;Springett;76;Female;nacional;22-865-0676;gratuita;17;medio;aspringettqx@ameblo.jp;209-231-3379;1.7;79.9;19/4/2023;
971;Armin;Kells;41;Male;nacional;66-649-2875;premium;33;alto;akellsqy@scribd.com;270-923-9864;1.6;99.4;11/8/2023;
972;Edsel;Bidgod;34;Male;nacional;94-706-5651;premium;2;bajo;ebidgodqz@bigcartel.com;731-249-3736;2.0;75.6;16/5/2023;
973;Fons;Ivanchin;22;Male;nacional;74-600-5719;premium;39;alto;fivanchinr0@about.com;973-262-0378;1.6;79.9;23/6/2023;
974;Sam;Shivlin;30;Female;pasaporte;82-984-7435;premium;28;medio;sshivlinr1@live.com;537-172-6545;1.7;62.3;22/9/2023;
975;Selinda;Geldeard;54;Female;pasaporte;68-120-6713;premium;9;bajo;sgeldeardr2@nyu.edu;748-521-0884;1.6;50.1;7/11/2023;
976;Peri;Dunnet;21;Female;pasaporte;22-984-6577;premium;34;alto;pdunnetr3@mtv.com;280-254-1684;2.0;84.4;7/3/2023;
977;Wandie;Hundall;35;Female;nacional;90-259-9537;gratuita;37;alto;whundallr4@themeforest.net;305-497-9431;1.5;67.4;14/3/2023;
978;Marchall;Caiger;56;Male;pasaporte;74-912-9086;premium;21;medio;mcaigerr5@prweb.com;126-787-1419;1.6;59.5;22/4/2023;
979;Taylor;Monnelly;24;Male;pasaporte;96-174-8590;premium;39;alto;tmonnellyr6@imdb.com;669-529-4100;1.6;94.3;1/7/2023;
980;Pierrette;Philp;63;Female;nacional;73-898-2629;gratuita;10;bajo;pphilpr7@youtu.be;865-523-8650;1.7;75.2;15/7/2023;
981;Nappie;Watkiss;83;Male;nacional;56-992-7095;premium;4;bajo;nwatkissr8@wired.com;776-201-5884;1.6;60.8;3/8/2023;
982;Giselbert;Sonschein;67;Male;pasaporte;39-452-6007;premium;14;bajo;gsonscheinr9@1und1.de;854-610-7889;1.9;72;8/11/2023;
983;Burch;Elliott;42;Male;pasaporte;86-194-1554;premium;3;bajo;belliottra@squarespace.com;938-157-8970;1.7;60.3;12/3/2023;
984;Gaby;Lacey;34;Female;nacional;39-681-4476;gratuita;14;bajo;glaceyrb@omniture.com;232-484-4360;1.7;78.8;5/6/2023;
985;Adiana;Fourmy;45;Female;pasaporte;92-130-2130;premium;32;alto;afourmyrc@businesswire.com;455-104-5645;1.7;64.3;24/4/2023;
986;Edith;Danett;66;Female;nacional;41-573-5683;premium;4;bajo;edanettrd@msn.com;215-466-5486;1.9;73;18/1/2023;
987;Lucita;Walczak;42;Female;nacional;13-116-3687;premium;21;medio;lwalczakre@webnode.com;946-109-3417;1.9;99.4;22/4/2023;
988;Phineas;Cranmere;81;Male;pasaporte;95-802-4135;premium;34;alto;pcranmererf@adobe.com;715-670-3691;2.0;80.3;2/5/2023;
989;Rodie;Tagg;75;Female;pasaporte;86-188-7915;gratuita;34;alto;rtaggrg@squidoo.com;563-672-6309;1.8;85.2;10/4/2023;
990;Emmott;Americi;67;Male;nacional;34-441-6031;premium;29;medio;eamericirh@psu.edu;183-665-9476;1.9;65.3;10/9/2023;
991;Gabriele;French;32;Male;nacional;93-029-6616;premium;15;medio;gfrenchri@geocities.com;517-370-5579;1.8;68.7;16/11/2023;
992;Perceval;Blatcher;52;Male;nacional;68-815-8179;gratuita;36;alto;pblatcherrj@google.pl;905-545-0485;1.7;86.5;26/1/2023;
993;Ewen;Pellingar;41;Male;nacional;60-898-7773;premium;29;medio;epellingarrk@ihg.com;772-157-1414;1.6;86.1;5/11/2023;
994;Kristina;O'Grady;78;Female;nacional;54-998-5605;gratuita;35;alto;kogradyrl@cmu.edu;796-774-7931;1.5;75.7;24/2/2023;
995;Morganne;Fussey;51;Female;nacional;55-989-3392;premium;38;alto;mfusseyrm@cafepress.com;135-453-9234;1.9;91.6;29/5/2023;
996;Tobin;Vertigan;43;Male;pasaporte;66-820-6394;premium;30;alto;tvertiganrn@wired.com;121-715-9734;1.9;55.4;27/8/2023;
997;Nata;Ghiroldi;80;Female;pasaporte;55-465-1265;gratuita;9;bajo;nghiroldiro@yellowbook.com;649-684-9816;1.9;52.5;16/9/2023;
998;Cordie;Eassom;24;Female;nacional;59-570-7895;gratuita;9;bajo;ceassomrp@nationalgeographic.com;418-499-3035;1.8;71.5;6/7/2023;
999;Kort;Carless;58;Male;pasaporte;85-472-2413;premium;24;medio;kcarlessrq@zdnet.com;887-314-3979;1.6;69.8;2/8/2023;
1000;Toby;Ruppelin;74;Male;nacional;87-190-8361;premium;31;alto;truppelinrr@yahoo.com;209-639-7533;1.5;56;15/6/2023;
